A1_Rep1	A1_Rep2	A1_Rep3	A2-3_Rep1	A2-3_Rep2	A2-3_Rep3	Cu_Rep1	Cu_Rep2	Cu_Rep3	LFC-Fe_Rep1	LFC-Fe_Rep2	LFC-Fe_Rep3	Fe_Rep1	Fe_Rep2	Fe_Rep3	P1_Rep1	P1_Rep2	P1_Rep3	P2-4_Rep1	P2-4_Rep2	P2-4_Rep3
FBgn0000078	18.7258980232364	18.183053602925	17.9885940731847	15.5743572883428	16.2377026482914	16.8205444130714	13.1223566607248	12.9337799163955	12.2007910766654	15.9391346912413	16.0328186080915	16.5643660771296	15.3718278326841	15.2414384910173	16.2928756435365	14.0149144631599	14.4287386615335	14.749233437709	10.8905443489586	9.94528179036718	9.02223660992697
FBgn0000079	19.1179983111188	18.815135924618	18.7468848127634	16.5356444275432	16.8608103834528	17.3676954914559	13.9118493316201	13.7113281267385	12.7366135127538	16.5717861175653	16.6243914649277	17.1287277877195	15.7570852734738	15.8161758930516	16.7747408633434	14.6543925181786	14.9003433622477	15.4918515579688	11.4846517710273	10.8090046958514	10.0184365579917
FBgn0000083	10.9536390590272	11.0879700331051	11.2641028596836	12.1952624442859	11.2182162829071	11.5888245857573	12.5751729324873	11.8445681798703	11.6458155453694	11.795818747309	11.2536739030313	11.4440866447626	12.0366208454598	11.6949767381868	11.6990176001112	11.5418438154725	11.2148438729139	10.8941668478199	12.3805694474503	12.4376425458211	11.7196881271519
FBgn0000084	10.0141737971436	10.0543702050563	10.4141693599201	10.0074782359352	9.73638660531976	10.2439861291734	10.2267381306475	10.1469989597549	9.92085319063047	9.78558840902346	9.80090030114388	9.75175255400863	10.9012262843882	10.0647005011444	10.1972658020326	10.1576901725554	9.91583502083001	9.90900098315147	10.2735467361996	10.4249141991516	9.71901679513998
FBgn0000097	11.4474063077974	10.7398121531815	10.8165829923927	10.5267495175955	11.5254453379597	11.2833578280085	10.643721486786	10.4777498838531	10.3569921280104	10.9705071256978	10.9586536856001	10.348253907105	10.8853114955024	10.920659736666	10.9273586601183	10.4715808508337	10.8760138068219	10.8451142152493	10.4873764335084	10.5401294870152	10.5808844841998
FBgn0000100	14.5799310865393	14.260135597741	14.6410996348518	14.3245041627233	14.4982805972606	14.2488348991816	14.0670519837766	13.7923580553302	14.0319539957481	13.9949258227583	14.272524432904	13.8236257247259	14.6154762779942	13.6822150110037	14.1252694825533	13.9774711487598	13.5915908325311	14.0069017534399	13.8590797942292	13.7550150383899	13.9588189818453
FBgn0000108	7.70364469431854	7.68008191701266	8.32785077894636	7.72290944424143	7.43319274624395	7.72327202409288	6.8942414531478	6.74129287463318	6.72410973043948	6.28221447137452	6.51436544775887	6.68569186962717	7.03612061441108	6.53193517673077	6.75235679387487	5.93542700821385	6.15175021103537	6.1732217575433	6.49034329605483	6.59408206633284	6.12931991213535
FBgn0000109	9.2970783095324	9.14645849210139	9.348448141707	9.77746152549368	9.43053262221396	9.45139580166503	9.51172186907821	9.52965370940004	9.2888472161033	9.41125811363257	9.21732899840649	9.12652983381968	9.29458324802645	9.3218456455427	9.19983080641544	9.03790951654332	9.16877675601601	8.83667593625722	9.22594503915707	9.23419311085745	8.89240239403779
FBgn0000114	7.20379523189308	10.3654978150486	5.93876220674789	8.67098541549556	5.71880977575882	5.29014639594407	9.052477115678	8.42505700997326	7.35928539582845	9.66927676481891	7.18647041330707	10.6784115711906	8.22710470229996	7.274583975198	6.73477063975456	10.6544938981573	7.9635136603881	10.6177668705818	6.32709721435328	6.62255653817011	9.25516233214857
FBgn0000115	9.85237955663613	9.70072575299568	9.97530934612757	9.94541926840456	9.50176410457418	9.70196032889544	9.96267470437514	9.82466593699066	9.74232348152177	9.90867645858144	9.73818713492605	9.84844817979496	9.57045398144021	9.82971510314067	9.646387698631	9.49081307462091	9.78568950086682	9.49079530458358	9.74411518161144	9.66395448559514	9.4436076981052
FBgn0000116	14.8040660661952	15.2073605640776	15.4371288315499	15.8890883982851	15.4454847663167	15.6265921234951	16.600942135519	16.8270106290765	16.690874500668	15.1507960588161	14.9141485199934	14.6214495942216	16.7760640671527	15.990143001842	15.8699411086031	15.6854163993208	16.0947542832194	15.2327614465706	15.652228318486	15.7536169003626	15.3678984724864
FBgn0000117	12.2264269203157	12.0936243478883	12.2020886346761	11.9429085140109	12.139011797347	12.0819239387547	12.1341040037044	12.1185381319333	12.239652071266	12.1920079543684	12.2471470915918	12.1129458184673	12.3059202885722	12.2513154454361	12.5111708345504	12.1730415618714	12.0743748042358	12.2242518079065	12.0163244646213	12.3156447732641	12.3226748177014
FBgn0000119	10.2355643148689	10.0999434069192	10.1971948176478	9.9533243926574	9.95931809446623	10.0254161410997	10.8486352871163	10.7861230481789	11.1038442677194	10.2797090709869	9.80646838964867	9.97779521525695	9.45863161488442	10.0900284366389	10.1470520502736	9.39157604696335	9.65157812847289	9.62572549115676	9.49142730772434	9.50316254654448	9.8796619748365
FBgn0000120	6.055651404354	4.64383539498032	5.16611313854707	5.03029799647505	4.64383539498032	5.90659683487619	6.03596775073547	5.73949792624071	6.02724333138003	5.9574500103839	5.86347101899982	6.2669985853572	4.64383539498032	4.64383539498032	5.23951800508542	5.0955194486805	4.88696068858105	5.1358393483053	4.89042880502493	4.91710585087029	5.57351956737472
FBgn0000121	6.28265725096913	5.00218250250323	5.37852311453824	5.57695431065278	6.75716562334587	6.16831671189373	5.92617591238972	6.4006802151338	6.25536026633114	5.85819327409704	6.77864127467519	6.63227597938721	5.79507962124668	5.20218883066256	5.1958820729644	4.64383539498032	5.18494628049544	4.92880902290203	4.64383539498032	5.30832062124384	4.64383539498032
FBgn0000137	6.15199410354311	6.24543640507613	6.42243898085585	6.28704729448327	6.65048142250577	6.32072717552081	6.764555887093	6.80603361737268	6.80823293347288	6.0480460489236	6.32392416525097	5.67588808504363	6.54956764281254	6.27993979798216	6.18833109555905	6.18380599410493	6.70750097064035	5.1358393483053	5.45207787070782	5.71385735981427	5.57351956737472
FBgn0000139	8.8114439388179	8.9245339156546	8.99202405659744	8.99140635046389	9.08093534096588	8.94721482206595	8.90613103971879	9.14633368778063	8.88903950216128	8.66298379887084	8.85250798515058	8.88144777137663	8.70634907636827	8.80671088978009	9.3913876496711	9.0536807298564	8.69447598393913	9.02371051152121	8.69802903799026	9.02544490026301	9.11136591557791
FBgn0000140	6.43695103843749	9.13055298412291	5.93876220674789	6.55262148274764	6.32143094900657	6.25784100249657	6.42847957873109	6.75778317289855	6.57445207673439	8.7459455071761	7.05740927799101	9.54184733076673	6.36209849819842	7.21094143027258	6.64304390666839	9.7776742653207	7.28824943300928	10.315961749505	6.65698821690224	6.53512539042342	8.76071536733117
FBgn0000146	5.04987373098735	7.2562946915642	5.73184636496307	7.33655743342436	5.81630797458761	5.35067789484454	7.13377886368943	6.85256399428553	5.73626894883376	6.81710238321216	5.96310647417495	7.37832898285123	5.64716430324487	5.42868943200274	5.45083057310987	7.11422943276876	5.62824474617954	7.19008088190605	5.84344511704699	5.68129161760915	6.22295496997676
FBgn0000147	5.69804942874965	7.60035959286229	5.60821631169033	5.57695431065278	5.33297551890151	5.22286550554549	5.89083715844456	5.69836242116784	5.53169876797036	6.24637565966496	5.91450580052945	8.04448947342426	5.86113780069818	5.77756614808967	5.7502680090195	7.47781853393122	6.01138713537481	8.19478552929793	5.5525314811774	5.83375012015952	7.16160001738829
FBgn0000150	12.8736451316168	12.9722029783069	13.407993714213	12.9048577932974	12.6493612835616	12.8030097154817	12.750277987485	12.5378386300272	12.5607632023503	12.6272857250695	12.8475588530651	12.5763147936482	13.3140420558712	12.8301252518986	12.8606526653332	13.0400702218038	12.878876479192	12.9095667969957	12.9511303024161	13.1718094408783	12.9515620101113
FBgn0000152	6.9863843753643	7.42577114791701	7.0373878038638	6.08447193244062	6.02475619950972	6.27917952315546	6.3598182059617	5.73949792624071	6.39039492201699	6.81710238321216	6.54341897935999	6.98364022301716	6.36209849819842	6.45682883804692	6.18833109555905	6.60127240837948	6.2158164729694	7.0973408202425	6.15472740442047	6.59408206633284	6.91737129593129
FBgn0000158	5.44813845350596	6.83663157778576	5.73184636496307	5.49804561373619	5.24204382362586	5.14612195698761	5.54768419279302	5.77887988203526	5.30000879098945	6.88428235247774	5.47910439678264	7.79056943747086	5.23079548670813	5.6830108951261	5.28001319366437	7.45727066338057	5.78149689049651	7.46037560575077	5.64178865618353	5.36053006200017	6.405716960886
FBgn0000163	10.8040108383542	10.2599670249716	10.042590033994	10.671095962614	10.8411089033077	10.4496176657138	11.1022913275321	10.5612425812979	10.4514297380332	10.7291379643525	10.1486518637752	9.84514363100379	10.4189372084429	9.86871365790939	10.1494085237761	9.63540691558861	9.60218532150365	10.0213309162379	9.80210432861241	9.68935248660251	9.87839465497288
FBgn0000166	5.69804942874965	6.75172119707478	5.37852311453824	5.03029799647505	4.64383539498032	4.64383539498032	5.89083715844456	5.51103443202321	5.53169876797036	8.2964188713661	5.29438073969028	7.50338354536767	6.08940274675109	5.30944904786888	5.1958820729644	8.45646877191454	5.93367432259887	8.52860259080848	5.19259239667857	4.64383539498032	7.35361948424003
FBgn0000173	10.7910823737261	11.0174199225473	10.9863909301773	11.3391358836226	10.9721592375272	11.1504239501457	11.6762896753859	11.6320059777262	12.0102223604023	11.4258142989934	11.3251915119692	11.4091040060666	12.3844348452282	11.89083986071	12.0403552972421	11.4282975588752	11.6966097663958	11.6267320939753	11.6095767748346	11.5066725343442	11.5213746806558
FBgn0000180	7.00977587372583	6.95451085696484	7.55025685348413	7.44749236916603	7.50561578733021	7.28721152164135	6.95458908904826	7.32300892980552	6.9527291684403	7.90901660737289	7.6706825397602	7.45116554590291	8.15406476126202	8.00360870062307	8.21621785874143	7.5180233275327	7.92561528987578	7.82538569720521	7.3247880523185	8.17009024608239	7.592967771362
FBgn0000181	12.6053123358793	12.3904553192816	12.5472513940719	12.4388673868492	12.343681076396	12.5481837384846	12.8658409524336	12.6486441215314	12.7225636818952	12.2371018866774	12.484738259331	12.6039305494423	12.7139579406413	12.0045632954	12.3653036944895	12.3917756226345	12.1094187713048	12.4979747991913	12.5230529286236	12.4965518483527	12.6400691664446
FBgn0000182	7.30069893058687	10.3381029771539	5.93876220674789	7.67200121762265	4.64383539498032	4.64383539498032	7.5078242542984	7.99900956739265	7.46342746192068	10.0362251579051	4.64383539498032	10.3064287755283	7.9592614923293	7.5883838625073	4.64383539498032	10.3701669793948	7.53451310842487	10.9026743173481	6.52796603782439	5.11575480711855	9.05406479166422
FBgn0000183	11.0799214535662	11.2204296513406	11.2015560849118	11.3982127343459	11.341320498553	11.6804810417691	11.5248884518213	11.1984388395071	11.3463809913196	11.5656745753149	11.2434544127702	11.4143129482103	11.3757291696811	11.5781746769898	11.2477277386949	11.2298586067441	11.8673677693995	11.4098475208746	11.3503026838565	11.0775916124724	11.3524100051292
FBgn0000212	10.0280198887148	9.99200629499955	9.93191161034406	9.7804274883261	10.4524527543811	10.1434052679566	9.86184359679095	10.0071201065565	10.2927198630797	10.0824252907815	10.2171210850235	10.1563538628153	10.3740172743269	10.443256540569	10.1383785343017	10.3844638349577	10.4315629092692	10.3820122595121	10.0703505053455	10.1928046190788	10.0355907441305
FBgn0000221	7.07759598466253	7.3576736255826	7.44234887928483	7.30314870044234	7.38271592424603	7.38067987351257	7.45439063651887	7.35487262792732	7.65084608469126	7.31072193850386	7.35190178332887	7.35950313896015	8.56909066645351	8.45309340237927	8.56270937614366	7.77103746718967	7.85562169193505	7.74433176194632	7.43505372592566	7.662143015782	7.71327725388106
FBgn0000228	9.12200455496694	9.04403153990972	9.18125634357309	9.68234941716997	9.6964740652457	9.74552047579431	9.73773290174647	9.49513792386375	9.75870229322819	9.89061074763434	9.25041896091018	9.3136740877918	9.21009137896298	9.66511102684055	9.92754354799402	9.84515638040827	9.97521890107111	10.049596853415	9.79260015241976	9.70188545882074	10.1680100148805
FBgn0000229	10.0444614776611	9.91295784059576	10.3697001683565	10.1217755478645	10.0312561955367	10.2033433635528	10.6286467990876	10.6641608484418	10.7963409478792	10.5517213888962	10.4817373693042	10.2935601017488	9.90654877522695	10.4902058266535	10.4494570407694	10.3977395846334	10.4522365354128	10.0213309162379	10.9098918878089	10.8809842898893	10.3315556245333
FBgn0000239	11.0585039982665	11.3287553881644	11.2948633361625	10.8872437419315	10.7514949948906	10.7693934661485	11.091338278624	11.0004240358677	11.1306947500994	10.9532130679968	10.7171038221942	11.0969677685662	10.0732281095804	10.8681041550268	10.825955041359	10.7807734403238	10.67336205408	10.8569637693215	10.6093978342656	10.459441728215	10.7068343652872
FBgn0000241	7.00977587372583	5.14932878691243	6.25967437447548	5.99184199796623	8.33428881675381	6.14479222795086	6.03596775073547	6.5248034382583	5.98753411996904	6.17118096422764	7.7548254326169	6.00320410047289	5.23079548670813	6.39732161623847	6.17440171851189	6.44810222052405	6.01138713537481	5.97934501185916	6.04835221365903	6.39123149169635	5.50122116604637
FBgn0000244	11.3305423041837	10.8310566571358	10.9089646910306	10.8340292751442	10.8490894764397	11.0888953103296	10.5828350397153	10.7049660748446	10.6946496167697	10.6744021384479	10.7721757251859	10.5429499314138	10.8331708485984	10.7441697634926	11.0572311009071	10.5896512391434	10.860632634824	10.8109363887279	11.0619253264979	10.7863971334696	11.0640530455976
FBgn0000246	6.60589872330436	6.7948677165448	6.18768300799114	6.66671058160329	6.5093917445367	6.45572726084047	6.58171911338365	6.85256399428553	6.48585294485776	6.88428235247774	6.32392416525097	7.57550510657143	6.03678473400006	6.37681909000222	6.1602991030204	7.0225400744103	6.24655396163564	6.85223057065706	6.61158179483297	6.47324219370525	6.68082142258351
FBgn0000247	10.3457854740253	9.90830708000612	9.96816655445366	9.88332783993858	10.4358920990123	10.3380042161494	10.1714762796282	10.2704221419675	10.3718038106982	10.0479147868456	9.99380643748375	9.88430655306666	9.71082076658969	10.3024122393324	10.1881262745492	9.54595605989378	10.3378556022024	10.1450014083981	9.92571416990158	9.99576286235837	10.3726261974322
FBgn0000250	10.5360436508558	10.7874222349155	10.4211588486935	10.32428588808	10.2277472262181	10.4839534029567	10.8339646199598	11.1054961377007	11.025369316736	10.8661307909545	10.7067255400493	10.9303541468749	11.4522552276093	10.8131263355286	10.9135657015041	11.1352992206113	11.1408318966676	10.8724876994751	10.971168391496	10.8269819223593	10.9151257154695
FBgn0000251	6.47263329735335	8.36066146566695	5.28178087058642	6.63913657931167	5.13342445701288	5.05463589806496	7.38097607141651	7.26820267846847	7.31811121883967	10.4706857682188	10.6736131545746	10.2189518905221	10.8948814277915	10.5330391194624	10.7846232602774	11.2352904787882	11.5957191648619	11.4155445085362	11.8187843144383	11.8806316823502	12.1630774369861
FBgn0000253	14.4571949561818	14.426100796189	14.8398664303376	15.3120344318607	15.0209299685713	14.9056276196378	14.2067039703017	14.146347195343	14.4073285633575	15.1339718419222	15.0209027169958	14.5821960948988	15.7829733056519	15.2691105697666	14.9751348057965	15.3135317070889	15.4925706518123	14.8838583801211	15.838845273503	15.6272796772257	15.0072604668777
FBgn0000256	11.7492408232336	11.3622791417786	11.4785754243816	11.8999505512996	11.4988823262537	11.6349178344132	10.9641443753418	10.3702177342297	10.2849153646815	10.6470034236965	10.4747636448855	9.81618214565976	10.5739397588222	9.90749870540677	10.7253251876943	11.0129827978807	10.6024744171499	11.2296102578313	11.2768475733078	10.9632605547013	11.6827998535094
FBgn0000257	9.02021948537756	8.96996012079289	8.894723469631	9.30770730908105	9.20359304890923	9.10558581291448	9.47020886012861	9.69892185383788	9.31636436668926	9.15840927795954	9.09511974019445	9.1517457198131	8.54487737783895	9.04783949497638	8.97166405463952	8.85192685568595	8.87423894811822	8.79583558685438	9.04342655137752	8.9432518727333	9.20341653048682
FBgn0000259	10.894428701617	10.9214909999882	10.9769369328711	10.941215510045	10.729429368015	10.9779406294192	11.0974929113537	11.1032085475306	11.285122946377	10.8555313366561	11.0400284830329	11.2898785277439	11.3247209205579	11.0720910736761	11.1000780908599	11.0072211771932	11.0110134209972	10.9462650054631	10.979563979757	10.7271289564577	10.7448653160235
FBgn0000261	12.6843350446093	12.8593478383118	13.3097625206642	13.9135498982122	13.3658429103945	13.573660021603	12.0195656173307	12.108689648969	11.5941374836168	12.0820973909222	11.8417673097414	11.2278343247672	11.8491822323289	11.6482649063082	11.589653958343	12.9758919829898	13.4579173074003	12.4108225851635	14.2936539605334	14.108082735568	13.7785251861886
FBgn0000273	12.2886785303036	11.9641361752142	11.8623032164969	11.8222704696852	12.0056493697198	12.1404817622601	11.8475168300546	11.7483110168653	12.1775706092077	11.2376394781774	11.1259846042265	11.1523516090182	10.9263302050078	11.3067568179826	11.293529784736	11.3907338478322	12.066736236529	11.7150561210176	11.5246413160993	11.369172386956	11.6649143381134
FBgn0000276	5.04987373098735	4.64383539498032	5.28178087058642	5.18876642800857	4.9908535619109	5.05463589806496	6.33603138372407	4.64383539498032	4.89367654401533	4.64383539498032	5.29438073969028	5.18151149948034	4.64383539498032	4.85600148097584	4.96385126869691	4.64383539498032	4.64383539498032	4.64383539498032	4.89042880502493	5.02972480483504	4.64383539498032
FBgn0000278	5.21619638995522	6.66084962060121	4.64383539498032	6.58212434758028	5.94638007530569	5.55052423493918	5.56500467827484	5.65525455847881	4.64383539498032	5.29145017220802	4.64383539498032	4.64383539498032	5.46839058622607	4.64383539498032	4.64383539498032	4.90532361809259	6.38920971677054	5.09333084980244	4.64383539498032	5.02972480483504	4.64383539498032
